weight,year,age,sex,education,race,asset_total,asset_housing,debt_total,debt_housing,income
7149.449058,1998,56,male,some college,white,1070887.1,101806.57,59018.3,59018.3,94212.62
487.74374392,1998,44,male,college degree,white,126815.58,88527.45,96642.47,85576.54,43367.71
3367.3833616,1998,26,male,college degree,white,4760563.85,140168.47,126151.62,94429.28,224315.76
5831.9934604,1998,43,male,college degree,white,524672.71,169677.62,75469.65,75248.34,91221.74
5088.2399778,1998,63,male,no college,black,1283.65,0,0,0,16449.82
8035.8450669,1998,28,male,college degree,white,229433.65,200662.23,324600.67,197711.31,41872.27
2779.528367,1998,49,male,some college,white,2101789.31,331977.95,324600.67,264106.91,747719.19
7310.3139481,1998,62,male,some college,white,94576.83,75248.34,67871.05,57542.85,37385.96
9134.038625,1998,30,male,no college,white,100596.7,88527.45,44263.73,44263.73,25422.45
6445.0278185,1998,46,male,no college,white,157431.32,95904.74,64920.13,64920.13,31404.21
8573.7675817,1998,43,female,college degree,black,271218.61,258205.07,158906.78,156398.5,61312.97
17.118833351,1998,63,male,college degree,white,26868967.64,1770549.08,1046099.42,593133.94,2482427.7
6189.7712092,1998,33,male,college degree,white,246239.11,221318.64,137217.55,137217.55,119635.07
8501.4264752,1998,39,male,no college,white,116531.64,88527.45,94134.19,69346.51,65799.29
7157.3547458,1998,81,male,no college,white,968195.26,774615.22,0,0,3738.6
295.60454676,1998,64,male,college degree,white,9491766.1,1770549.08,0,0,1360848.92
17.268444467,1998,92,male,college degree,white,206434219.63,959047.42,0,0,2213248.8
5752.5416345,1998,27,male,college degree,white,186055.2,0,295.09,0,89726.3
8143.2621365,1998,62,male,some college,white,235335.48,184432.2,111441.31,16672.67,46358.59
988.58590822,1998,44,male,college degree,white,9813268.3,1918094.84,1133151.41,1133151.41,1644982.21
4174.6347012,1998,60,male,no college,black,1306517.68,265582.36,233122.3,116561.15,94212.62
3367.3833616,1998,51,male,college degree,other,3283630.82,663955.91,752483.36,162300.33,672947.27
7824.3043471,1998,75,male,no college,white,476572.8,250827.79,0,0,53835.78
1538.1767566,1998,60,female,college degree,white,1290036.82,1180366.06,190525.84,190334.03,68790.17
4622.8118936,1998,71,female,college degree,white,134266.64,0,103.28,0,32899.64
8832.6594238,1998,57,female,no college,white,110113.4,101806.57,0,0,4486.32
13.220731963,1998,94,male,no college,white,9749823.63,516410.15,0,0,340959.95
4129.9871092,1998,27,male,some college,black,7451.06,0,0,0,37385.96
4019.8350675,1998,39,male,no college,white,274140.02,236073.21,560.67,0,146552.96
5039.2471679,1998,37,male,no college,white,1032.82,0,0,0,10468.07
7282.2401535,1998,54,male,college degree,Hispanic,194332.52,141643.93,0,0,35890.52
32.83130553,1998,34,male,college degree,white,55061863.35,184432.2,0,0,746223.75
20.076141143,1998,69,female,college degree,white,49447009.57,16082487.52,168644.8,151972.13,421713.62
6945.6366526,1998,29,male,some college,white,417111.86,209514.98,251654.04,174103.99,64303.85
8049.180866,1998,59,female,some college,white,68018.59,59018.3,2950.92,0,17945.26
27.924709756,1998,36,male,no college,white,7927633.53,885274.54,22131.86,0,681919.9
4846.8414527,1998,52,female,no college,other,2286.96,0,118.04,0,10318.52
7458.5342303,1998,49,male,no college,Hispanic,47657.28,17705.49,0,0,47854.03
7116.410929,1998,38,male,college degree,black,532359.85,302468.8,215711.9,213941.35,160011.91
6142.773455,1998,30,female,no college,Hispanic,590.18,0,1180.37,0,20936.14
8666.1125488,1998,88,female,no college,white,53131.23,36886.44,0,0,32899.64
448.58803585,1998,56,male,college degree,white,15121226.91,516410.15,382143.51,160824.88,1824434.82
381.8642565,1998,49,male,college degree,black,3656052.54,368864.39,875241.43,362962.56,563780.27
11.149415382,1998,58,male,college degree,white,8786792.47,1844321.96,0,0,732764.8
208.04561079,1998,55,male,some college,white,10998060.73,1918094.84,753221.09,737728.79,1345894.54
6623.6938068,1998,53,male,college degree,white,29287.83,0,56952.66,0,31404.21
6873.7449143,1998,44,male,college degree,white,363552.75,147545.76,55772.3,19180.95,47854.03
356.44226049,1998,54,female,college degree,white,2754679.28,885274.54,4426.37,0,231792.95
2318.844547,1998,50,male,no college,white,1610019.3,81002.62,9295.38,9295.38,58322.1
5676.2093311,1998,25,female,some college,white,811.5,0,0,0,31404.21
6097.4418036,1998,30,female,some college,black,737.73,0,0,0,14356.21
5073.704849,1998,48,female,college degree,white,47672.03,0,295.09,0,58322.1
6364.9561331,1998,26,female,some college,white,14083.24,0,21541.68,0,22431.58
3199.9316151,1998,22,male,college degree,white,297009.61,295091.51,61231.49,54591.93,6430.39
5278.4748912,1998,32,male,college degree,other,19180.95,0,4426.37,0,11963.51
7998.0222056,1998,63,male,no college,white,121031.78,81150.17,3688.64,0,37385.96
9993.9924441,1998,28,male,college degree,black,179579.42,137217.55,181732.11,120987.52,104680.69
282.01429732,1998,52,male,college degree,white,308370.63,265582.36,53411.56,0,91221.74
5506.8344421,1998,23,female,college degree,other,95904.74,0,29509.15,0,4486.32
6089.3580251,1998,34,male,no college,Hispanic,442.64,0,8513.39,0,49349.47
6059.3762124,1998,45,male,college degree,white,451519.53,6344.47,21689.23,2065.64,67294.73
4426.5426204,1998,76,male,no college,white,1230236.52,427882.7,0,0,86735.43
7.4644797593,1998,43,male,college degree,white,300435326.37,1770549.08,0,0,1704799.75
6088.4458146,1998,53,female,some college,white,4131.28,0,1888.59,0,47854.03
807.14222879,1998,38,male,no college,Hispanic,841453.45,413128.12,17705.49,17705.49,107671.56
6509.7373011,1998,64,male,college degree,white,914783.69,383618.97,98855.66,98855.66,140571.21
7718.920988,1998,45,male,college degree,other,808845.84,538542.01,370487.4,360011.65,146552.96
283.51189449,1998,38,male,college degree,white,710580.37,427882.7,203613.14,203613.14,279646.98
7.5799486528,1998,72,male,college degree,white,2070066.97,1106593.18,0,0,249738.21
7386.2317161,1998,75,female,some college,white,18738.31,0,2950.92,0,31404.21
10553.334076,1998,54,male,some college,white,1003458.69,368864.39,224269.55,224269.55,77762.8
17.315180983,1998,48,male,college degree,white,21876461.86,2950915.14,1481359.4,1407586.52,871840.57
8341.0239048,1998,58,male,no college,white,372700.58,258205.07,90002.91,90002.91,101689.81
6967.5019896,1998,64,male,no college,white,617626.54,331977.95,0,0,55331.22
4680.8357455,1998,47,male,college degree,white,694748.71,368864.39,157873.96,157873.96,94212.62
893.74688107,1998,51,male,college degree,white,2461505.87,442637.27,144594.84,137955.28,212352.25
361.33766092,1998,49,male,college degree,white,10109320.34,1254138.94,427882.7,427882.7,239270.14
36.888362991,1998,55,male,college degree,white,34635525.46,959047.42,39837.35,0,1884252.35
927.31828709,1998,48,male,no college,white,2688283.69,265582.36,148253.98,122462.98,146552.96
5723.7392358,1998,70,male,some college,white,693317.51,118036.61,118.04,0,59817.54
7611.6988494,1998,30,male,no college,white,137158.54,66395.59,39984.9,29509.15,41872.27
5834.3788146,1998,49,male,no college,Hispanic,107560.86,0,18694.05,0,100194.37
8303.1052007,1998,77,female,no college,white,322387.48,0,0,0,89726.3
5451.7331019,1998,23,male,no college,Hispanic,42817.78,0,34673.25,0,71781.04
2944.3324353,1998,24,female,no college,black,144299.75,118036.61,0,0,11963.51
29.909802792,1998,52,male,college degree,white,175426018.08,516410.15,1475457.57,0,7880960.24
9093.7933536,1998,67,male,some college,white,185243.7,132791.18,64005.35,62706.95,28413.33
1538.1767566,1998,41,male,college degree,white,1150266.72,346732.53,309846.09,281812.4,261701.72
9746.1635172,1998,61,female,no college,white,88822.55,88527.45,0,0,13309.4
1090.9961191,1998,65,male,college degree,black,1528131.41,405750.83,267500.46,236073.21,358905.21
4647.7290505,1998,52,male,no college,black,36443.8,0,11951.21,0,50844.9
2262.5181747,1998,62,male,college degree,white,5411240.64,339355.24,0,0,177957.17
6744.2189377,1998,28,male,college degree,white,223384.28,0,10328.2,0,73276.48
12677.183343,1998,41,male,college degree,white,1399471.51,354109.82,286238.77,286238.77,86735.43
5560.5015325,1998,24,female,college degree,white,24566.37,0,0,0,34395.08
249.25070126,1998,55,male,college degree,white,5428060.86,811501.66,2112855.24,357060.73,219829.44
6004.1915222,1998,53,male,college degree,white,590256.8,0,177792.64,0,151039.28
4397.6714639,1998,30,male,some college,black,1623,0,3393.55,0,17945.26
15.134541716,1998,64,male,college degree,white,64841786.31,0,0,0,6490202.55
6548.4906994,1998,53,male,some college,white,243450.5,0,76723.79,0,140571.21
6889.1720182,1998,64,male,college degree,white,623233.28,250827.79,9929.83,0,77762.8
754.67788305,1998,59,male,college degree,white,956391.6,368864.39,28033.69,28033.69,110662.44
8448.3288776,1998,30,male,no college,white,89338.96,66395.59,57837.94,47214.64,16449.82
5641.3274705,1998,69,female,no college,Hispanic,0,0,0,0,5682.67
5560.5015325,1998,20,male,no college,white,27266.46,0,21689.23,0,35890.52
6170.9749496,1998,41,female,some college,white,91655.42,0,15123.44,0,91221.74
1275.9858236,1998,50,male,college degree,white,2081162.41,0,236073.21,0,112157.88
7763.2248788,1998,29,male,no college,white,64034.86,23607.32,0,0,22431.58
359.480199,1998,84,female,college degree,white,784943.43,715596.92,0,0,80753.67
7569.3436664,1998,65,male,some college,white,721056.11,4426.37,17705.49,0,186929.8
76.34409959,1998,59,male,no college,white,774910.32,221318.64,0,0,174966.29
5193.8041987,1998,28,male,no college,white,4278.83,0,6064.13,0,17945.26
6318.855945,1998,49,male,some college,white,400439.18,250827.79,177350,168202.16,97203.49
5039.4847866,1998,65,male,no college,black,604.94,0,0,0,71781.04
5439.7006216,1998,26,female,college degree,white,24935.23,0,120987.52,0,0
4862.0904218,1998,24,male,some college,Hispanic,4426.37,0,0,0,44863.15
5758.9985983,1998,56,female,some college,white,1445.95,0,13721.76,0,16449.82
7217.5206145,1998,41,male,no college,white,309403.45,246401.41,210547.8,197711.31,89726.3
9447.5168102,1998,88,female,some college,white,358064.04,265582.36,0,0,55331.22
4129.9871092,1998,31,female,some college,black,21099.04,0,21984.32,0,25422.45
4018.5046165,1998,66,male,college degree,white,1171439.54,185907.65,3836.19,3836.19,97203.49
766.85371691,1998,63,male,college degree,white,1327616.72,368864.39,0,0,179452.61
1755.0528056,1998,51,male,college degree,white,1276860.98,368864.39,52378.74,35410.98,145057.52
5998.274497,1998,41,male,no college,black,10475.75,0,0,0,0
6089.3580251,1998,26,male,some college,Hispanic,29804.24,0,24094.22,0,89726.3
5492.9214342,1998,48,female,no college,white,95860.48,73772.88,44411.27,29509.15,59817.54
5342.3146729,1998,26,female,some college,white,7377.29,0,1770.55,0,34395.08
5816.9434625,1998,35,female,no college,white,6329.71,0,9885.57,0,29908.77
7821.847676,1998,41,male,college degree,white,368672.58,144594.84,151972.13,113610.23,62808.41
8143.5962187,1998,32,male,college degree,other,312826.51,234597.75,202875.42,160824.88,82249.11
186.79998205,1998,60,male,some college,white,1282393.95,405750.83,132791.18,125413.89,125616.82
7821.847676,1998,41,male,college degree,white,345109.53,265582.36,76428.7,38361.9,65799.29
9759.8812403,1998,44,male,college degree,white,134266.64,103282.03,135299.46,83363.35,43367.71
7070.4979568,1998,70,male,no college,white,359864.1,125413.89,0,0,70285.6
5875.6865345,1998,27,male,college degree,white,16303.81,0,21408.89,0,100194.37
7349.6232066,1998,51,female,college degree,black,210400.25,162300.33,35410.98,20656.41,100194.37
9168.7427414,1998,44,male,some college,white,285205.95,191809.48,145406.34,134266.64,179452.61
5918.2212066,1998,70,male,no college,white,170857.99,132791.18,27738.6,22131.86,50844.9
425.44647709,1998,54,male,college degree,white,889848.46,295091.51,169205.47,154923.04,303573.99
2150.3575711,1998,83,male,college degree,white,3423061.56,405750.83,553296.59,0,275160.66
857.72445468,1998,48,male,college degree,white,3845042.43,777566.14,0,0,562284.83
3911.2038607,1998,68,female,some college,white,1418504.91,442637.27,95904.74,59018.3,61312.97
151.50946564,1998,40,female,college degree,white,7378763.31,1475457.57,658054.08,556247.5,593689.04
6103.8297283,1998,27,male,no college,white,63297.13,0,619.69,0,34395.08
5087.9300819,1998,21,male,no college,white,2759.11,0,0,0,2691.79
7630.975317,1998,44,male,college degree,white,756172,413128.12,367684.03,296566.97,228802.07
210.43182849,1998,57,male,college degree,white,9045956.59,479523.71,498409.57,329027.04,224315.76
10148.781558,1998,34,female,no college,black,142381.66,125413.89,145185.02,112134.78,52340.34
202.6926822,1998,36,male,college degree,white,7881156.61,959047.42,646250.42,646250.42,1351876.29
6635.7252922,1998,42,female,no college,other,11847.92,0,2508.28,0,19440.7
5729.2074118,1998,44,female,some college,white,182809.19,0,14.75,0,82249.11
4951.4476985,1998,33,male,no college,Hispanic,16407.09,0,6639.56,0,37385.96
1173.7509234,1998,53,male,some college,white,3201742.93,1180366.06,725187.4,678710.48,598175.35
6574.8439698,1998,54,male,some college,white,783615.52,398373.54,337879.78,277386.02,170479.97
15.050222985,1998,54,male,some college,white,6255940.1,442637.27,3688.64,0,263197.15
4918.7389509,1998,38,male,college degree,white,17808.77,0,41017.72,0,68790.17
2076.1418416,1998,68,male,no college,white,1726359.13,427882.7,0,0,128607.7
5937.7116465,1998,18,female,some college,white,15138.19,0,0,0,4486.32
773.23113197,1998,45,male,some college,white,5204101.15,128954.99,67280.87,59903.58,53835.78
2851.746708,1998,53,male,college degree,white,1286303.91,162300.33,401899.89,138693.01,349932.58
6645.3568359,1998,56,male,some college,white,480851.62,213941.35,0,0,46358.59
4613.9445797,1998,31,female,some college,white,0,0,0,0,26917.89
10052.080898,1998,65,female,no college,white,208334.61,59018.3,0,0,16449.82
6258.447098,1998,51,male,no college,white,627394.07,272959.65,129648.46,122462.98,94212.62
359.61436634,1998,37,male,no college,white,236810.94,11803.66,14756.05,0,22431.58
672.09177937,1998,69,male,college degree,white,1525918.22,553296.59,147545.76,147545.76,44863.15
404.58477563,1998,85,female,no college,white,998884.78,442637.27,0,0,22431.58
336.1712267,1998,55,male,some college,white,252303.24,184432.2,111397.05,109183.86,275160.66
10553.334076,1998,53,male,no college,white,542850.35,236073.21,245221.05,203613.14,95708.06
6810.4239255,1998,38,male,no college,white,9501.95,0,27148.42,0,40376.84
6373.3275348,1998,39,male,some college,white,1089699.19,442637.27,294427.56,146070.3,116644.19
331.34065194,1998,57,male,college degree,white,36750254.53,442637.27,2655823.63,0,2901150.45
29.171152639,1998,47,male,college degree,white,154667495.67,479523.71,0,0,3828322.24
1.5150354057,1998,56,male,college degree,white,313559816.56,2213186.36,607150.79,0,1899206.74
10706.446637,1998,78,male,no college,white,319141.47,206564.06,23607.32,23607.32,17945.26
148.86862759,1998,55,male,college degree,white,1621232.78,765762.48,200662.23,187383.11,282637.85
9600.3195778,1998,64,male,no college,white,119659.61,75248.34,14164.39,0,55331.22
303.15976995,1998,83,female,college degree,white,575325.17,516410.15,0,0,43367.71
4262.5918352,1998,26,female,some college,white,19800.64,0,41563.64,0,22431.58
8047.3679081,1998,22,male,some college,white,6270.69,4869.01,17543.19,0,46358.59
10635.328237,1998,45,female,college degree,white,19033.4,0,516.41,0,65799.29
8.7912703511,1998,86,female,college degree,white,1965014.39,368864.39,0,0,859877.07
210.43182849,1998,49,male,college degree,white,12215091.91,0,222794.09,0,750710.06
10553.334076,1998,37,male,college degree,white,437915.81,191809.48,106232.95,106232.95,56826.66
6263.5872484,1998,46,male,no college,white,151086.86,97380.2,0,0,43367.71
6171.8601324,1998,42,male,no college,white,14975.89,0,663.96,0,11664.42
6801.6066703,1998,37,female,college degree,white,188371.67,106232.95,87052,82625.62,83744.55
1388.4900762,1998,57,male,college degree,white,3719318.69,1254138.94,274435.11,126889.35,125616.82
9012.8361631,1998,27,male,no college,white,18590.77,17705.49,20656.41,20656.41,25422.45
8027.1059192,1998,58,female,no college,white,192252.12,70821.96,56554.29,33935.52,44863.15
5474.3418229,1998,28,female,college degree,white,14621.78,0,96052.29,0,68790.17
1602.695107,1998,74,male,no college,white,2351776.09,295091.51,0,0,263197.15
6597.1125974,1998,58,female,some college,white,137409.36,125413.89,11361.02,11361.02,11066.24
5323.7821986,1998,28,male,some college,white,27812.38,0,16820.22,0,37385.96
3173.6740026,1998,42,male,college degree,white,5364026,1180366.06,1385602.2,722974.21,328996.44
7646.7297916,1998,90,male,no college,white,7775.66,0,177.05,0,0
1388.4900762,1998,75,male,college degree,white,7175519.03,2213186.36,0,0,687901.65
17.826574335,1998,58,male,no college,white,13906335.15,0,1344245.13,0,0
8041.3941077,1998,68,female,college degree,white,570485.67,295091.51,0,0,47854.03
8915.9219798,1998,57,male,college degree,white,504606.49,147545.76,0,0,98698.93
7139.8336246,1998,55,male,college degree,Hispanic,648758.69,280336.94,194907.95,98855.66,83744.55
6882.1071417,1998,44,male,college degree,white,191661.94,162300.33,137217.55,137217.55,74771.92
15.210363786,1998,48,male,college degree,white,32616022.42,627069.47,0,0,4381634.44
9760.4518818,1998,57,male,no college,black,386968.26,295091.51,69553.07,61969.22,20936.14
5789.4550409,1998,40,male,college degree,white,218515.27,140168.47,59313.39,56067.39,68790.17
7278.1720507,1998,38,male,some college,white,358609.96,225745.01,87937.27,62854.49,77762.8
5963.3581165,1998,35,male,some college,white,945620.76,265582.36,388045.34,193284.94,89726.3
6735.7589101,1998,41,male,no college,white,28328.79,23607.32,6447.75,5754.28,23927.01
1744.5068728,1998,61,male,some college,white,6924322.38,649201.33,25082.78,0,448631.51
11.33322535,1998,87,male,college degree,white,7591893.16,1475457.57,0,0,270674.35
184.85193234,1998,37,male,college degree,white,3236903.08,1106593.18,419029.95,354109.82,288619.61
6944.4017398,1998,45,male,no college,white,0,0,2065.64,0,17945.26
6357.3001918,1998,34,female,no college,white,7392.04,0,6196.92,0,22431.58
4788.2306709,1998,57,male,college degree,white,10697.07,0,116044.74,0,71781.04
2785.6072151,1998,63,male,college degree,white,3586099.63,0,123938.44,0,336473.63
6937.1639959,1998,36,female,some college,white,178781.19,140168.47,100257.34,87052,46358.59
5313.2112815,1998,25,male,no college,white,129987.81,0,14444.73,0,38881.4
6860.5925466,1998,74,female,college degree,white,204277.1,118036.61,0,0,41872.27
6484.2348974,1998,25,male,no college,white,51242.64,26558.24,51345.92,22131.86,44863.15
350.74565292,1998,57,male,some college,white,42230841.68,1032820.3,0,0,807536.72
5616.1381757,1998,39,male,college degree,white,632322.1,125413.89,114347.96,95904.74,0
184.42826699,1998,46,male,college degree,white,4955029.16,737728.79,280336.94,221318.64,747719.19
6746.5597293,1998,48,male,college degree,white,353814.73,97380.2,73772.88,54591.93,215343.13
5046.247019,1998,60,male,no college,white,51050.83,0,20361.31,0,8823.09
5069.3538474,1998,27,male,college degree,other,37550.4,0,10328.2,0,59817.54
1566.0004809,1998,64,male,college degree,white,2599461.15,295091.51,215416.81,0,665470.08
7024.4051087,1998,44,male,some college,white,725334.94,272959.65,0,0,137580.33
6154.8938272,1998,31,female,no college,white,2213.19,0,0,0,35890.52
5666.7469787,1998,44,male,college degree,white,539427.29,295091.51,78199.25,78199.25,116644.19
209.77740802,1998,59,male,no college,white,17882545.76,922160.98,0,0,2362792.63
2610.7046103,1998,54,female,some college,white,1436653.04,236073.21,157136.23,151972.13,128607.7
797.97652395,1998,43,male,college degree,white,1320239.43,516410.15,377717.14,357060.73,391804.85
990.85687025,1998,76,male,some college,white,3536524.25,1106593.18,759860.65,317223.38,563780.27
242.32786559,1998,59,male,some college,white,2210235.44,295091.51,236073.21,0,149543.84
17.153329631,1998,39,male,college degree,white,6747267.47,1844321.96,0,0,5682665.83
3123.9040143,1998,55,male,college degree,white,1727908.36,368864.39,210252.7,118036.61,231792.95
5898.3513405,1998,48,female,no college,white,140153.71,50165.56,48247.46,39837.35,59817.54
5280.3688546,1998,49,male,no college,black,14754.58,0,1623,0,1794.53
67.266450627,1998,85,male,no college,white,1018065.72,737728.79,0,0,7477191.88
2840.79836,1998,44,male,college degree,white,1592018.72,516410.15,212465.89,212465.89,107671.56
5877.888376,1998,33,male,some college,white,107251.01,0,72887.6,0,71781.04
5439.7006216,1998,30,male,college degree,white,33051.73,0,33935.52,0,6430.39
2986.9986999,1998,44,male,no college,white,1116183.65,295091.51,0,0,68790.17
5667.4991211,1998,71,female,no college,white,167316.89,73772.88,0,0,25422.45
5457.6029173,1998,58,female,some college,Hispanic,8262.56,0,0,0,38881.4
7092.5055963,1998,50,male,some college,white,235807.63,140168.47,147103.12,106232.95,101689.81
356.44226049,1998,74,male,college degree,white,3415684.28,811501.66,0,0,441154.32
4841.9087761,1998,24,male,college degree,white,13426.66,0,60493.76,0,62808.41
6613.6353275,1998,44,male,no college,white,51050.83,29509.15,41460.36,28033.69,35890.52
11.149415382,1998,53,male,college degree,white,6344467.55,5016555.74,7377.29,0,249738.21
6521.6744074,1998,51,male,no college,white,277931.94,184432.2,108593.68,76723.79,61312.97
6917.7412568,1998,36,male,college degree,other,515229.78,339355.24,273549.83,236073.21,164498.22
347.26381679,1998,43,male,no college,white,120397.34,61969.22,71190.83,44263.73,52340.34
6162.009769,1998,36,male,no college,white,8852.75,1770.55,0,0,13010.31
10092.593378,1998,85,female,no college,white,103282.03,95904.74,0,0,22431.58
3127.5172214,1998,47,male,college degree,white,1238100.71,1032820.3,612609.98,590183.03,225811.19
248.90331906,1998,68,male,no college,white,344076.71,258205.07,42788.27,42788.27,17945.26
55.807642800000004,1998,51,male,college degree,white,476277.7,221318.64,23312.23,0,206370.5
9267.2193947,1998,77,female,college degree,white,294058.69,110659.32,0,0,22431.58
3598.4238539,1998,64,male,some college,black,206844.4,184432.2,16230.03,0,47854.03
4484.0184496,1998,39,male,college degree,white,36886.44,0,0,0,41872.27
56.556775216,1998,58,male,college degree,white,1074133.11,516410.15,0,0,2093613.73
125.54510379,1998,62,male,college degree,white,1355945.51,479523.71,146660.48,140168.47,119635.07
6512.6273304,1998,85,male,no college,white,36738.89,0,0,0,16449.82
1090.9961191,1998,61,male,some college,white,1271106.7,10475.75,368864.39,0,299087.68
5175.899374,1998,26,male,some college,white,4441.13,0,0,0,31404.21
5775.4157618,1998,35,female,no college,white,2065.64,0,11065.93,0,13907.58
7024.6652993,1998,39,female,no college,white,147.55,0,811.5,0,6579.93
184.66543448,1998,52,male,college degree,white,9726216.31,959047.42,941341.93,526738.35,770150.76
5156.2866639,1998,35,male,no college,white,80559.98,0,1475.46,0,43367.71
8129.3028823,1998,63,male,no college,white,124676.16,118036.61,1209.88,0,44863.15
26.849286915,1998,65,male,college degree,white,79443976.76,1254138.94,3437816.14,0,5338715
6293.8705328,1998,53,female,some college,white,50165.56,0,3246.01,0,53835.78
5702.4609824,1998,27,female,some college,black,1770.55,0,18590.77,0,23927.01
243.49517769,1998,75,male,college degree,white,39347797.59,2508277.87,16230.03,0,545835.01
6277.9776564,1998,37,male,no college,white,343191.43,191809.48,108962.54,73772.88,134589.45
6439.4299198,1998,83,female,no college,white,125118.8,0,5901.83,0,25422.45
5278.6450191,1998,25,female,college degree,white,796.75,0,25230.32,0,17945.26
6160.1402948,1998,59,male,some college,white,412537.94,125413.89,36886.44,36886.44,125616.82
356.44226049,1998,76,female,no college,white,2710415.56,1032820.3,0,0,80753.67
8239.822549,1998,55,male,no college,white,184786.31,125413.89,75366.37,68608.78,61312.97
1821.5937277,1998,50,female,college degree,other,2007802.66,324600.67,144594.84,144594.84,143562.08
4045.7985797,1998,20,male,no college,black,1291.03,0,0,0,4486.32
5668.2067086,1998,47,male,no college,white,6934.65,0,0,0,6729.47
9040.015331,1998,72,male,no college,black,32164.98,12984.03,0,0,8972.63
8341.2462161,1998,26,male,college degree,white,106882.15,54591.93,54518.16,0,91221.74
3595.369802,1998,75,male,no college,white,1416439.27,295091.51,172628.54,172628.54,121130.51
9381.6802389,1998,64,male,some college,white,465226.53,81150.17,52157.43,26558.24,112157.88
18.075428074,1998,42,male,college degree,white,13276167.22,811501.66,39837.35,0,2646925.93
5328.8139811,1998,23,female,no college,white,44367.01,0,2803.37,0,59817.54
14.635923814,1998,36,male,college degree,white,18119799.33,2950915.14,2140888.94,932489.18,4172273.07
6943.523883,1998,31,male,no college,white,285574.81,236073.21,207006.7,193284.94,89726.3
350.74565292,1998,56,male,college degree,other,42689295.86,2632216.31,1026918.47,0,4650813.35
5309.8240506,1998,46,female,no college,white,337348.62,221318.64,175948.32,125413.89,49349.47
5711.9550153,1998,53,male,no college,white,118080.87,0,82625.62,0,62808.41
17.655143459,1998,43,male,college degree,white,41019977.92,2582050.75,8393878.12,1217252.5,3289964.43
6441.3758448,1998,56,male,no college,white,444998,162300.33,0,0,50844.9
4094.4279657,1998,48,female,no college,black,25820.51,0,619.69,0,14954.38
8008.5841559,1998,46,male,some college,white,1077969.3,132791.18,42168.58,0,119635.07
5704.7868851,1998,26,male,no college,Hispanic,0,0,0,0,28413.33
6.4308428239,1998,46,male,college degree,white,19897873.25,516410.15,0,0,1615073.45
1585.2109135,1998,22,female,no college,black,14238.17,0,634.45,0,10168.98
5619.143359,1998,54,male,no college,white,622702.11,66395.59,78273.02,36886.44,115148.75
4157.1871062,1998,31,female,no college,black,309.85,0,0,0,31404.21
9094.9368414,1998,48,male,some college,white,748352.08,486901,1741.04,0,0
10794.553947,1998,31,male,some college,white,139578.29,73772.88,74067.97,64920.13,35890.52
353.1266834,1998,49,male,no college,Hispanic,624531.68,376241.68,158833.01,147545.76,106176.12
486.8252371,1998,67,male,college degree,white,1053771.8,199186.77,135594.55,115085.69,167489.1
2150.3575711,1998,68,male,college degree,white,5407109.36,265582.36,0,0,154030.15
5041.9414879,1998,37,male,no college,Hispanic,14016.85,0,2213.19,0,40376.84
7596.4301153,1998,76,male,no college,white,1063288.5,22131.86,0,0,25422.45
8192.9286586,1998,91,female,no college,white,32164.98,0,0,0,41872.27
5732.7838155,1998,89,female,no college,black,147.55,0,0,0,8972.63
339.79037631,1998,46,male,no college,white,730720.36,405750.83,166284.07,132791.18,6729.47
981.77195211,1998,43,male,college degree,white,8479159.57,494278.29,0,0,780618.83
8353.7930863,1998,42,female,college degree,black,433341.89,280336.94,258647.71,255254.16,62808.41
986.80625406,1998,54,male,no college,white,18206408.69,885274.54,0,0,1211305.08
7089.8703135,1998,55,male,some college,white,833485.98,331977.95,161636.38,140168.47,133094.02
1200.5918585,1998,43,male,college degree,white,2451915.39,222794.09,120987.52,120987.52,411245.55
5064.0296244,1998,62,female,no college,other,0,0,0,0,149.54
5403.7051588,1998,27,male,some college,white,22766.31,0,8262.56,0,47854.03
3097.581748,1998,85,male,college degree,white,1154693.09,221318.64,0,0,71781.04
6306.7913168,1998,70,male,some college,white,991256.66,265582.36,0,0,46358.59
7296.7745107,1998,31,male,no college,white,381184.46,281812.4,184801.06,162300.33,100194.37
5550.4322542,1998,70,male,some college,white,875241.43,309846.09,202211.46,0,53835.78
6295.4470966,1998,35,male,college degree,white,17735,0,63149.58,0,59817.54
12.721433128,1998,38,male,college degree,white,5358124.17,737728.79,561116.51,553296.59,614625.17
184.85193234,1998,66,male,college degree,white,4047180.12,339355.24,172628.54,0,70285.6
617.42873773,1998,34,male,college degree,white,10751659.32,663955.91,489851.91,442637.27,390309.42
262.55886204,1998,57,male,no college,white,346437.44,95904.74,151234.4,32460.07,112157.88
8729.1517048,1998,56,female,no college,white,118921.88,118036.61,132.79,0,7776.28
7544.2904442,1998,21,female,no college,Hispanic,0,0,0,0,0
1092.7665824,1998,30,male,college degree,white,4301357.19,470670.97,132791.18,132791.18,53835.78
6674.0975517,1998,73,female,no college,white,25082.78,0,11951.21,0,26917.89
7584.8219919,1998,42,male,no college,white,155734.55,88527.45,35588.04,35410.98,11215.79
4811.9232542,1998,56,female,some college,black,4175.54,0,0,0,7626.74
6007.1359107,1998,47,male,no college,Hispanic,12851.24,0,0,0,9570.81
11.33322535,1998,71,female,college degree,white,10565161.48,737728.79,64920.13,64920.13,91221.74
5085.8401535,1998,34,male,some college,white,38509.44,0,12969.27,0,64303.85
